UID	NAME	GWEIGHT	0	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46
IMAGE:129865	98982 STK15 serine/threonine kinase 15 Hs.48915 R11407  	1	-0.643721	-0.77387	-0.746408	-0.387848	-0.551401	0.230205	0.637455	1.038781	1.297097	1.230961	1.007527	0.817202	-0.005967	-0.544271	-1.056093	-1.198221	-1.338948	-0.729046	-0.559552	-0.061851	0.167471	0.637204	0.673779	0.944745	0.728939	0.42	-0.089532	-0.472603	-0.466884	-0.811856	-0.594228	-0.239735	-0.184117	0.269412	0.512435	0.602577	0.635724	0.652675	0.407342	0.362092	0.436915	-0.097036	-0.204008	-0.18844	-0.444266	-0.48808	-0.358582	-0.091886
IMAGE:124070	101477 LOC51608 CGI-20 protein Hs.107387 R02578  	1	-0.033682	0.018025	-0.027848	-0.198272	0.069779	-0.009154	0.04419	0.06573	0.147675	0.143448	0.245169	-0.029483	0.138915	0.104006	0.069741	-0.039672	0.072315	0.128901	0.035091	0.020381	0.16737	0.016206	-0.10426	0.025959	-0.035519	0.122178	-0.070237	0.160638	-0.008438	0.025716	-0.121579	0.183084	0.027574	0.188546	-0.224449	0.005736	-0.053521	-0.031048	-0.032988	0.052465	-0.179716	-0.042627	-0.11562	-0.25305	-0.078004	-0.34488	-0.006655	-0.025512
