UpperName	miRGate.name	Accession	Name
HSA-MIR-3664-5P	hsa-mir-3664-5p	MIMAT0018086	hsa-miR-3664-5p
HSA-MIR-3665	hsa-mir-3665	MIMAT0018087	hsa-miR-3665
HSA-MIR-3667-3P	hsa-mir-3667-3p	MIMAT0018090	hsa-miR-3667-3p
HSA-MIR-3667-5P	hsa-mir-3667-5p	MIMAT0018089	hsa-miR-3667-5p
HSA-MIR-3674	hsa-mir-3674	MIMAT0018097	hsa-miR-3674
HSA-MIR-3675-5P	hsa-mir-3675-5p	MIMAT0018098	hsa-miR-3675-5p
HSA-MIR-3677-3P	hsa-mir-3677-3p	MIMAT0018101	hsa-miR-3677-3p
HSA-MIR-3680-5P	hsa-mir-3680-5p	MIMAT0018106	hsa-miR-3680-5p
HSA-MIR-3681-3P	hsa-mir-3681-3p	MIMAT0018109	hsa-miR-3681-3p
HSA-MIR-3686	hsa-mir-3686	MIMAT0018114	hsa-miR-3686
HSA-MIR-3689A-3P	hsa-mir-3689a-3p	MIMAT0018118	hsa-miR-3689a-3p
HSA-MIR-3689B-3P	hsa-mir-3689b-3p	MIMAT0018181	hsa-miR-3689b-3p
HSA-MIR-3689C	hsa-mir-3689c	MIMAT0019007	hsa-miR-3689c
HSA-MIR-3689D	hsa-mir-3689d	MIMAT0019008	hsa-miR-3689d
HSA-MIR-3690	hsa-mir-3690	MIMAT0018119	hsa-miR-3690
HSA-MIR-3692-5P	hsa-mir-3692-5p	MIMAT0018121	hsa-miR-3692-5p
HSA-MIR-369-3P	hsa-mir-369-3p	MIMAT0000721	hsa-miR-369-3p
HSA-MIR-370-3P	hsa-mir-370-3p	MIMAT0000722	hsa-miR-370-3p
HSA-MIR-3714	hsa-mir-3714	MIMAT0018165	hsa-miR-3714
HSA-MIR-371A-3P	hsa-mir-371a-3p	MIMAT0000723	hsa-miR-371a-3p
HSA-MIR-371B-3P	hsa-mir-371b-3p	MIMAT0019893	hsa-miR-371b-3p
HSA-MIR-372-5P	hsa-mir-372-5p	MIMAT0026484	hsa-miR-372-5p
HSA-MIR-374C-5P	hsa-mir-374c-5p	MIMAT0018443	hsa-miR-374c-5p
HSA-MIR-376C-3P	hsa-mir-376c-3p	MIMAT0000720	hsa-miR-376c-3p
HSA-MIR-377-3P	hsa-mir-377-3p	MIMAT0000730	hsa-miR-377-3p
HSA-MIR-378A-5P	hsa-mir-378a-5p	MIMAT0000731	hsa-miR-378a-5p
HSA-MIR-378G	hsa-mir-378g	MIMAT0018937	hsa-miR-378g
HSA-MIR-381-3P	hsa-mir-381-3p	MIMAT0000736	hsa-miR-381-3p
HSA-MIR-383-3P	hsa-mir-383-3p	MIMAT0026485	hsa-miR-383-3p
HSA-MIR-383-5P	hsa-mir-383-5p	MIMAT0000738	hsa-miR-383-5p
HSA-MIR-384	hsa-mir-384	MIMAT0001075	hsa-miR-384
HSA-MIR-3907	hsa-mir-3907	MIMAT0018179	hsa-miR-3907
HSA-MIR-3909	hsa-mir-3909	MIMAT0018183	hsa-miR-3909
HSA-MIR-3916	hsa-mir-3916	MIMAT0018190	hsa-miR-3916
HSA-MIR-3918	hsa-mir-3918	MIMAT0018192	hsa-miR-3918
HSA-MIR-3921	hsa-mir-3921	MIMAT0018196	hsa-miR-3921
HSA-MIR-3922-5P	hsa-mir-3922-5p	MIMAT0019227	hsa-miR-3922-5p
HSA-MIR-3924	hsa-mir-3924	MIMAT0018199	hsa-miR-3924
HSA-MIR-3927-3P	hsa-mir-3927-3p	MIMAT0018202	hsa-miR-3927-3p
HSA-MIR-3934-3P	hsa-mir-3934-3p	MIMAT0022975	hsa-miR-3934-3p
HSA-MIR-3936	hsa-mir-3936	MIMAT0018351	hsa-miR-3936
HSA-MIR-3937	hsa-mir-3937	MIMAT0018352	hsa-miR-3937
HSA-MIR-3940-5P	hsa-mir-3940-5p	MIMAT0019229	hsa-miR-3940-5p
HSA-MIR-3942-3P	hsa-mir-3942-3p	MIMAT0019230	hsa-miR-3942-3p
HSA-MIR-3943	hsa-mir-3943	MIMAT0018359	hsa-miR-3943
HSA-MIR-3944-3P	hsa-mir-3944-3p	MIMAT0018360	hsa-miR-3944-3p
HSA-MIR-3944-5P	hsa-mir-3944-5p	MIMAT0019231	hsa-miR-3944-5p
HSA-MIR-3945	hsa-mir-3945	MIMAT0018361	hsa-miR-3945
HSA-MIR-3960	hsa-mir-3960	MIMAT0019337	hsa-miR-3960
HSA-MIR-3972	hsa-mir-3972	MIMAT0019357	hsa-miR-3972
HSA-MIR-3976	hsa-mir-3976	MIMAT0019361	hsa-miR-3976
HSA-MIR-409-3P	hsa-mir-409-3p	MIMAT0001639	hsa-miR-409-3p
HSA-MIR-410-5P	hsa-mir-410-5p	MIMAT0026558	hsa-miR-410-5p
HSA-MIR-423-5P	hsa-mir-423-5p	MIMAT0004748	hsa-miR-423-5p
HSA-MIR-424-5P	hsa-mir-424-5p	MIMAT0001341	hsa-miR-424-5p
HSA-MIR-4252	hsa-mir-4252	MIMAT0016886	hsa-miR-4252
HSA-MIR-4253	hsa-mir-4253	MIMAT0016882	hsa-miR-4253
HSA-MIR-4257	hsa-mir-4257	MIMAT0016878	hsa-miR-4257
HSA-MIR-4260	hsa-mir-4260	MIMAT0016881	hsa-miR-4260
HSA-MIR-4264	hsa-mir-4264	MIMAT0016899	hsa-miR-4264
HSA-MIR-4265	hsa-mir-4265	MIMAT0016891	hsa-miR-4265
HSA-MIR-4267	hsa-mir-4267	MIMAT0016893	hsa-miR-4267
HSA-MIR-4268	hsa-mir-4268	MIMAT0016896	hsa-miR-4268
HSA-MIR-4270	hsa-mir-4270	MIMAT0016900	hsa-miR-4270
HSA-MIR-4271	hsa-mir-4271	MIMAT0016901	hsa-miR-4271
HSA-MIR-4274	hsa-mir-4274	MIMAT0016906	hsa-miR-4274
HSA-MIR-4278	hsa-mir-4278	MIMAT0016910	hsa-miR-4278
HSA-MIR-4280	hsa-mir-4280	MIMAT0016911	hsa-miR-4280
HSA-MIR-4281	hsa-mir-4281	MIMAT0016907	hsa-miR-4281
HSA-MIR-4283	hsa-mir-4283	MIMAT0016914	hsa-miR-4283
HSA-MIR-4286	hsa-mir-4286	MIMAT0016916	hsa-miR-4286
HSA-MIR-4290	hsa-mir-4290	MIMAT0016921	hsa-miR-4290
HSA-MIR-4292	hsa-mir-4292	MIMAT0016919	hsa-miR-4292
HSA-MIR-4296	hsa-mir-4296	MIMAT0016845	hsa-miR-4296
HSA-MIR-4297	hsa-mir-4297	MIMAT0016846	hsa-miR-4297
HSA-MIR-4298	hsa-mir-4298	MIMAT0016852	hsa-miR-4298
HSA-MIR-4300	hsa-mir-4300	MIMAT0016853	hsa-miR-4300
HSA-MIR-4304	hsa-mir-4304	MIMAT0016854	hsa-miR-4304
HSA-MIR-4311	hsa-mir-4311	MIMAT0016863	hsa-miR-4311
HSA-MIR-4313	hsa-mir-4313	MIMAT0016865	hsa-miR-4313
HSA-MIR-4314	hsa-mir-4314	MIMAT0016868	hsa-miR-4314
HSA-MIR-4319	hsa-mir-4319	MIMAT0016870	hsa-miR-4319
HSA-MIR-4322	hsa-mir-4322	MIMAT0016873	hsa-miR-4322
HSA-MIR-4323	hsa-mir-4323	MIMAT0016875	hsa-miR-4323
HSA-MIR-4325	hsa-mir-4325	MIMAT0016887	hsa-miR-4325
HSA-MIR-432-5P	hsa-mir-432-5p	MIMAT0002814	hsa-miR-432-5p
HSA-MIR-4326	hsa-mir-4326	MIMAT0016888	hsa-miR-4326
HSA-MIR-4417	hsa-mir-4417	MIMAT0018929	hsa-miR-4417
HSA-MIR-4418	hsa-mir-4418	MIMAT0018930	hsa-miR-4418
HSA-MIR-4419A	hsa-mir-4419a	MIMAT0018931	hsa-miR-4419a
HSA-MIR-4422	hsa-mir-4422	MIMAT0018935	hsa-miR-4422
HSA-MIR-4423-3P	hsa-mir-4423-3p	MIMAT0018936	hsa-miR-4423-3p
HSA-MIR-4423-5P	hsa-mir-4423-5p	MIMAT0019232	hsa-miR-4423-5p
HSA-MIR-4424	hsa-mir-4424	MIMAT0018939	hsa-miR-4424
HSA-MIR-4427	hsa-mir-4427	MIMAT0018942	hsa-miR-4427
HSA-MIR-4428	hsa-mir-4428	MIMAT0018943	hsa-miR-4428
HSA-MIR-4429	hsa-mir-4429	MIMAT0018944	hsa-miR-4429
HSA-MIR-4433-3P	hsa-mir-4433-3p	MIMAT0018949	hsa-miR-4433-3p
HSA-MIR-4433-5P	hsa-mir-4433-5p	MIMAT0020956	hsa-miR-4433-5p
HSA-MIR-4433B-3P	hsa-mir-4433b-3p	MIMAT0030414	hsa-miR-4433b-3p
HSA-MIR-4435	hsa-mir-4435	MIMAT0018951	hsa-miR-4435
HSA-MIR-4436A	hsa-mir-4436a	MIMAT0018952	hsa-miR-4436a
HSA-MIR-4436B-3P	hsa-mir-4436b-3p	MIMAT0019941	hsa-miR-4436b-3p
HSA-MIR-4436B-5P	hsa-mir-4436b-5p	MIMAT0019940	hsa-miR-4436b-5p
HSA-MIR-4437	hsa-mir-4437	MIMAT0018953	hsa-miR-4437
HSA-MIR-4441	hsa-mir-4441	MIMAT0018959	hsa-miR-4441
HSA-MIR-4446-3P	hsa-mir-4446-3p	MIMAT0018965	hsa-miR-4446-3p
HSA-MIR-4447	hsa-mir-4447	MIMAT0018966	hsa-miR-4447
HSA-MIR-4448	hsa-mir-4448	MIMAT0018967	hsa-miR-4448
HSA-MIR-4449	hsa-mir-4449	MIMAT0018968	hsa-miR-4449
HSA-MIR-4451	hsa-mir-4451	MIMAT0018973	hsa-miR-4451
HSA-MIR-4456	hsa-mir-4456	MIMAT0018978	hsa-miR-4456
HSA-MIR-4457	hsa-mir-4457	MIMAT0018979	hsa-miR-4457
HSA-MIR-4458	hsa-mir-4458	MIMAT0018980	hsa-miR-4458
HSA-MIR-4462	hsa-mir-4462	MIMAT0018986	hsa-miR-4462
HSA-MIR-4466	hsa-mir-4466	MIMAT0018993	hsa-miR-4466
HSA-MIR-4467	hsa-mir-4467	MIMAT0018994	hsa-miR-4467
HSA-MIR-4469	hsa-mir-4469	MIMAT0018996	hsa-miR-4469
HSA-MIR-4472	hsa-mir-4472	MIMAT0018999	hsa-miR-4472
HSA-MIR-4474-3P	hsa-mir-4474-3p	MIMAT0019001	hsa-miR-4474-3p
HSA-MIR-4475	hsa-mir-4475	MIMAT0019002	hsa-miR-4475
HSA-MIR-4476	hsa-mir-4476	MIMAT0019003	hsa-miR-4476
HSA-MIR-4479	hsa-mir-4479	MIMAT0019011	hsa-miR-4479
HSA-MIR-4481	hsa-mir-4481	MIMAT0019015	hsa-miR-4481
HSA-MIR-4482-5P	hsa-mir-4482-5p	MIMAT0019016	hsa-miR-4482-5p
HSA-MIR-4483	hsa-mir-4483	MIMAT0019017	hsa-miR-4483
HSA-MIR-4484	hsa-mir-4484	MIMAT0019018	hsa-miR-4484
HSA-MIR-4487	hsa-mir-4487	MIMAT0019021	hsa-miR-4487
HSA-MIR-4488	hsa-mir-4488	MIMAT0019022	hsa-miR-4488
HSA-MIR-4489	hsa-mir-4489	MIMAT0019023	hsa-miR-4489
HSA-MIR-4490	hsa-mir-4490	MIMAT0019025	hsa-miR-4490
HSA-MIR-4492	hsa-mir-4492	MIMAT0019027	hsa-miR-4492
HSA-MIR-4497	hsa-mir-4497	MIMAT0019032	hsa-miR-4497
HSA-MIR-4498	hsa-mir-4498	MIMAT0019033	hsa-miR-4498
HSA-MIR-449C-5P	hsa-mir-449c-5p	MIMAT0010251	hsa-miR-449c-5p
HSA-MIR-4505	hsa-mir-4505	MIMAT0019041	hsa-miR-4505
HSA-MIR-4507	hsa-mir-4507	MIMAT0019044	hsa-miR-4507
HSA-MIR-4508	hsa-mir-4508	MIMAT0019045	hsa-miR-4508
HSA-MIR-450A-1-3P	hsa-mir-450a-1-3p	MIMAT0022700	hsa-miR-450a-1-3p
HSA-MIR-450A-2-3P	hsa-mir-450a-2-3p	MIMAT0031074	hsa-miR-450a-2-3p
HSA-MIR-4510	hsa-mir-4510	MIMAT0019047	hsa-miR-4510
HSA-MIR-4512	hsa-mir-4512	MIMAT0019049	hsa-miR-4512
HSA-MIR-4514	hsa-mir-4514	MIMAT0019051	hsa-miR-4514
HSA-MIR-4518	hsa-mir-4518	MIMAT0019055	hsa-miR-4518
HSA-MIR-4519	hsa-mir-4519	MIMAT0019056	hsa-miR-4519
HSA-MIR-4522	hsa-mir-4522	MIMAT0019060	hsa-miR-4522
HSA-MIR-4524A-3P	hsa-mir-4524a-3p	MIMAT0019063	hsa-miR-4524a-3p
HSA-MIR-4525	hsa-mir-4525	MIMAT0019064	hsa-miR-4525
HSA-MIR-452-5P	hsa-mir-452-5p	MIMAT0001635	hsa-miR-452-5p
HSA-MIR-4526	hsa-mir-4526	MIMAT0019065	hsa-miR-4526
HSA-MIR-4529-5P	hsa-mir-4529-5p	MIMAT0019236	hsa-miR-4529-5p
HSA-MIR-4530	hsa-mir-4530	MIMAT0019069	hsa-miR-4530
HSA-MIR-4532	hsa-mir-4532	MIMAT0019071	hsa-miR-4532
HSA-MIR-4533	hsa-mir-4533	MIMAT0019072	hsa-miR-4533
HSA-MIR-4534	hsa-mir-4534	MIMAT0019073	hsa-miR-4534
HSA-MIR-4632-3P	hsa-mir-4632-3p	MIMAT0019688	hsa-miR-4632-3p
HSA-MIR-4632-5P	hsa-mir-4632-5p	MIMAT0022977	hsa-miR-4632-5p
HSA-MIR-4633-3P	hsa-mir-4633-3p	MIMAT0019690	hsa-miR-4633-3p
HSA-MIR-4633-5P	hsa-mir-4633-5p	MIMAT0019689	hsa-miR-4633-5p
HSA-MIR-4634	hsa-mir-4634	MIMAT0019691	hsa-miR-4634
HSA-MIR-4640-5P	hsa-mir-4640-5p	MIMAT0019699	hsa-miR-4640-5p
HSA-MIR-4643	hsa-mir-4643	MIMAT0019703	hsa-miR-4643
HSA-MIR-4646-5P	hsa-mir-4646-5p	MIMAT0019707	hsa-miR-4646-5p
HSA-MIR-4647	hsa-mir-4647	MIMAT0019709	hsa-miR-4647
HSA-MIR-4649-5P	hsa-mir-4649-5p	MIMAT0019711	hsa-miR-4649-5p
HSA-MIR-4650-3P	hsa-mir-4650-3p	MIMAT0019714	hsa-miR-4650-3p
HSA-MIR-4650-5P	hsa-mir-4650-5p	MIMAT0019713	hsa-miR-4650-5p
HSA-MIR-4651	hsa-mir-4651	MIMAT0019715	hsa-miR-4651
HSA-MIR-4652-5P	hsa-mir-4652-5p	MIMAT0019716	hsa-miR-4652-5p
HSA-MIR-4655-5P	hsa-mir-4655-5p	MIMAT0019721	hsa-miR-4655-5p
HSA-MIR-4656	hsa-mir-4656	MIMAT0019723	hsa-miR-4656
HSA-MIR-4660	hsa-mir-4660	MIMAT0019728	hsa-miR-4660
HSA-MIR-4661-5P	hsa-mir-4661-5p	MIMAT0019729	hsa-miR-4661-5p
HSA-MIR-4664-5P	hsa-mir-4664-5p	MIMAT0019737	hsa-miR-4664-5p
HSA-MIR-4665-5P	hsa-mir-4665-5p	MIMAT0019739	hsa-miR-4665-5p
HSA-MIR-4667-5P	hsa-mir-4667-5p	MIMAT0019743	hsa-miR-4667-5p
HSA-MIR-4668-3P	hsa-mir-4668-3p	MIMAT0019746	hsa-miR-4668-3p
HSA-MIR-4670-3P	hsa-mir-4670-3p	MIMAT0019751	hsa-miR-4670-3p
HSA-MIR-4674	hsa-mir-4674	MIMAT0019756	hsa-miR-4674
HSA-MIR-4675	hsa-mir-4675	MIMAT0019757	hsa-miR-4675
HSA-MIR-4676-3P	hsa-mir-4676-3p	MIMAT0019759	hsa-miR-4676-3p
HSA-MIR-4677-3P	hsa-mir-4677-3p	MIMAT0019761	hsa-miR-4677-3p
HSA-MIR-4680-5P	hsa-mir-4680-5p	MIMAT0019764	hsa-miR-4680-5p
HSA-MIR-4681	hsa-mir-4681	MIMAT0019766	hsa-miR-4681
HSA-MIR-4684-3P	hsa-mir-4684-3p	MIMAT0019770	hsa-miR-4684-3p
HSA-MIR-4685-5P	hsa-mir-4685-5p	MIMAT0019771	hsa-miR-4685-5p
HSA-MIR-4687-3P	hsa-mir-4687-3p	MIMAT0019775	hsa-miR-4687-3p
HSA-MIR-4687-5P	hsa-mir-4687-5p	MIMAT0019774	hsa-miR-4687-5p
HSA-MIR-4688	hsa-mir-4688	MIMAT0019777	hsa-miR-4688
HSA-MIR-4690-3P	hsa-mir-4690-3p	MIMAT0019780	hsa-miR-4690-3p
HSA-MIR-4690-5P	hsa-mir-4690-5p	MIMAT0019779	hsa-miR-4690-5p
HSA-MIR-4692	hsa-mir-4692	MIMAT0019783	hsa-miR-4692
HSA-MIR-4695-5P	hsa-mir-4695-5p	MIMAT0019788	hsa-miR-4695-5p
HSA-MIR-4697-5P	hsa-mir-4697-5p	MIMAT0019791	hsa-miR-4697-5p
HSA-MIR-4698	hsa-mir-4698	MIMAT0019793	hsa-miR-4698
HSA-MIR-4700-3P	hsa-mir-4700-3p	MIMAT0019797	hsa-miR-4700-3p
HSA-MIR-4700-5P	hsa-mir-4700-5p	MIMAT0019796	hsa-miR-4700-5p
HSA-MIR-4701-3P	hsa-mir-4701-3p	MIMAT0019799	hsa-miR-4701-3p
HSA-MIR-4701-5P	hsa-mir-4701-5p	MIMAT0019798	hsa-miR-4701-5p
HSA-MIR-4706	hsa-mir-4706	MIMAT0019806	hsa-miR-4706
HSA-MIR-4707-5P	hsa-mir-4707-5p	MIMAT0019807	hsa-miR-4707-5p
HSA-MIR-4708-3P	hsa-mir-4708-3p	MIMAT0019810	hsa-miR-4708-3p
HSA-MIR-4710	hsa-mir-4710	MIMAT0019815	hsa-miR-4710
HSA-MIR-4711-3P	hsa-mir-4711-3p	MIMAT0019817	hsa-miR-4711-3p
HSA-MIR-4713-3P	hsa-mir-4713-3p	MIMAT0019821	hsa-miR-4713-3p
HSA-MIR-4713-5P	hsa-mir-4713-5p	MIMAT0019820	hsa-miR-4713-5p
HSA-MIR-4714-3P	hsa-mir-4714-3p	MIMAT0019823	hsa-miR-4714-3p
HSA-MIR-4715-3P	hsa-mir-4715-3p	MIMAT0019825	hsa-miR-4715-3p
HSA-MIR-4716-3P	hsa-mir-4716-3p	MIMAT0019827	hsa-miR-4716-3p
HSA-MIR-4717-3P	hsa-mir-4717-3p	MIMAT0019830	hsa-miR-4717-3p
HSA-MIR-4717-5P	hsa-mir-4717-5p	MIMAT0019829	hsa-miR-4717-5p
HSA-MIR-4721	hsa-mir-4721	MIMAT0019835	hsa-miR-4721
HSA-MIR-4723-3P	hsa-mir-4723-3p	MIMAT0019839	hsa-miR-4723-3p
HSA-MIR-4723-5P	hsa-mir-4723-5p	MIMAT0019838	hsa-miR-4723-5p
HSA-MIR-4725-3P	hsa-mir-4725-3p	MIMAT0019844	hsa-miR-4725-3p
HSA-MIR-4725-5P	hsa-mir-4725-5p	MIMAT0019843	hsa-miR-4725-5p
HSA-MIR-4726-5P	hsa-mir-4726-5p	MIMAT0019845	hsa-miR-4726-5p
HSA-MIR-4728-5P	hsa-mir-4728-5p	MIMAT0019849	hsa-miR-4728-5p
HSA-MIR-4729	hsa-mir-4729	MIMAT0019851	hsa-miR-4729
HSA-MIR-4730	hsa-mir-4730	MIMAT0019852	hsa-miR-4730
HSA-MIR-4731-3P	hsa-mir-4731-3p	MIMAT0019854	hsa-miR-4731-3p
HSA-MIR-4731-5P	hsa-mir-4731-5p	MIMAT0019853	hsa-miR-4731-5p
HSA-MIR-4734	hsa-mir-4734	MIMAT0019859	hsa-miR-4734
HSA-MIR-4735-5P	hsa-mir-4735-5p	MIMAT0019860	hsa-miR-4735-5p
HSA-MIR-4736	hsa-mir-4736	MIMAT0019862	hsa-miR-4736
HSA-MIR-4739	hsa-mir-4739	MIMAT0019868	hsa-miR-4739
HSA-MIR-4740-3P	hsa-mir-4740-3p	MIMAT0019870	hsa-miR-4740-3p
HSA-MIR-4741	hsa-mir-4741	MIMAT0019871	hsa-miR-4741
HSA-MIR-4743-5P	hsa-mir-4743-5p	MIMAT0019874	hsa-miR-4743-5p
HSA-MIR-4745-3P	hsa-mir-4745-3p	MIMAT0019879	hsa-miR-4745-3p
HSA-MIR-4745-5P	hsa-mir-4745-5p	MIMAT0019878	hsa-miR-4745-5p
HSA-MIR-4746-3P	hsa-mir-4746-3p	MIMAT0019881	hsa-miR-4746-3p
HSA-MIR-4746-5P	hsa-mir-4746-5p	MIMAT0019880	hsa-miR-4746-5p
HSA-MIR-4747-3P	hsa-mir-4747-3p	MIMAT0019883	hsa-miR-4747-3p
HSA-MIR-4747-5P	hsa-mir-4747-5p	MIMAT0019882	hsa-miR-4747-5p
HSA-MIR-4749-3P	hsa-mir-4749-3p	MIMAT0019886	hsa-miR-4749-3p
HSA-MIR-4749-5P	hsa-mir-4749-5p	MIMAT0019885	hsa-miR-4749-5p
HSA-MIR-4756-3P	hsa-mir-4756-3p	MIMAT0019900	hsa-miR-4756-3p
HSA-MIR-4756-5P	hsa-mir-4756-5p	MIMAT0019899	hsa-miR-4756-5p
HSA-MIR-4757-5P	hsa-mir-4757-5p	MIMAT0019901	hsa-miR-4757-5p
HSA-MIR-4758-3P	hsa-mir-4758-3p	MIMAT0019904	hsa-miR-4758-3p
HSA-MIR-4758-5P	hsa-mir-4758-5p	MIMAT0019903	hsa-miR-4758-5p
HSA-MIR-4761-3P	hsa-mir-4761-3p	MIMAT0019909	hsa-miR-4761-3p
HSA-MIR-4763-3P	hsa-mir-4763-3p	MIMAT0019913	hsa-miR-4763-3p
HSA-MIR-4764-5P	hsa-mir-4764-5p	MIMAT0019914	hsa-miR-4764-5p
HSA-MIR-4766-3P	hsa-mir-4766-3p	MIMAT0019918	hsa-miR-4766-3p
HSA-MIR-4767	hsa-mir-4767	MIMAT0019919	hsa-miR-4767
HSA-MIR-4775	hsa-mir-4775	MIMAT0019931	hsa-miR-4775
HSA-MIR-4776-5P	hsa-mir-4776-5p	MIMAT0019932	hsa-miR-4776-5p
HSA-MIR-4778-3P	hsa-mir-4778-3p	MIMAT0019937	hsa-miR-4778-3p
HSA-MIR-4779	hsa-mir-4779	MIMAT0019938	hsa-miR-4779
HSA-MIR-4781-5P	hsa-mir-4781-5p	MIMAT0019942	hsa-miR-4781-5p
HSA-MIR-4783-3P	hsa-mir-4783-3p	MIMAT0019947	hsa-miR-4783-3p
HSA-MIR-4783-5P	hsa-mir-4783-5p	MIMAT0019946	hsa-miR-4783-5p
HSA-MIR-4786-5P	hsa-mir-4786-5p	MIMAT0019954	hsa-miR-4786-5p
HSA-MIR-4787-3P	hsa-mir-4787-3p	MIMAT0019957	hsa-miR-4787-3p
HSA-MIR-4787-5P	hsa-mir-4787-5p	MIMAT0019956	hsa-miR-4787-5p
HSA-MIR-4789-3P	hsa-mir-4789-3p	MIMAT0019960	hsa-miR-4789-3p
HSA-MIR-4792	hsa-mir-4792	MIMAT0019964	hsa-miR-4792
HSA-MIR-4793-5P	hsa-mir-4793-5p	MIMAT0019965	hsa-miR-4793-5p
HSA-MIR-4795-3P	hsa-mir-4795-3p	MIMAT0019969	hsa-miR-4795-3p
HSA-MIR-4798-5P	hsa-mir-4798-5p	MIMAT0019974	hsa-miR-4798-5p
HSA-MIR-4799-3P	hsa-mir-4799-3p	MIMAT0019977	hsa-miR-4799-3p
HSA-MIR-4801	hsa-mir-4801	MIMAT0019980	hsa-miR-4801
HSA-MIR-4802-5P	hsa-mir-4802-5p	MIMAT0019981	hsa-miR-4802-5p
HSA-MIR-483-3P	hsa-mir-483-3p	MIMAT0002173	hsa-miR-483-3p
HSA-MIR-483-5P	hsa-mir-483-5p	MIMAT0004761	hsa-miR-483-5p
HSA-MIR-484	hsa-mir-484	MIMAT0002174	hsa-miR-484
HSA-MIR-485-3P	hsa-mir-485-3p	MIMAT0002176	hsa-miR-485-3p
HSA-MIR-486-3P	hsa-mir-486-3p	MIMAT0004762	hsa-miR-486-3p
HSA-MIR-493-5P	hsa-mir-493-5p	MIMAT0002813	hsa-miR-493-5p
HSA-MIR-494-5P	hsa-mir-494-5p	MIMAT0026607	hsa-miR-494-5p
HSA-MIR-497-5P	hsa-mir-497-5p	MIMAT0002820	hsa-miR-497-5p
HSA-MIR-5001-5P	hsa-mir-5001-5p	MIMAT0021021	hsa-miR-5001-5p
HSA-MIR-5002-3P	hsa-mir-5002-3p	MIMAT0021024	hsa-miR-5002-3p
HSA-MIR-5002-5P	hsa-mir-5002-5p	MIMAT0021023	hsa-miR-5002-5p
HSA-MIR-5003-3P	hsa-mir-5003-3p	MIMAT0021026	hsa-miR-5003-3p
HSA-MIR-5006-3P	hsa-mir-5006-3p	MIMAT0021034	hsa-miR-5006-3p
HSA-MIR-5008-3P	hsa-mir-5008-3p	MIMAT0021040	hsa-miR-5008-3p
HSA-MIR-5008-5P	hsa-mir-5008-5p	MIMAT0021039	hsa-miR-5008-5p
HSA-MIR-500B-3P	hsa-mir-500b-3p	MIMAT0027032	hsa-miR-500b-3p
HSA-MIR-5010-5P	hsa-mir-5010-5p	MIMAT0021043	hsa-miR-5010-5p
HSA-MIR-503-5P	hsa-mir-503-5p	MIMAT0002874	hsa-miR-503-5p
HSA-MIR-5047	hsa-mir-5047	MIMAT0020541	hsa-miR-5047
HSA-MIR-505-5P	hsa-mir-505-5p	MIMAT0004776	hsa-miR-505-5p
HSA-MIR-5088-5P	hsa-mir-5088-5p	MIMAT0021080	hsa-miR-5088-5p
HSA-MIR-5090	hsa-mir-5090	MIMAT0021082	hsa-miR-5090
HSA-MIR-5092	hsa-mir-5092	MIMAT0021084	hsa-miR-5092
HSA-MIR-509-3-5P	hsa-mir-509-3-5p	MIMAT0004975	hsa-miR-509-3-5p
HSA-MIR-5095	hsa-mir-5095	MIMAT0020600	hsa-miR-5095
HSA-MIR-509-5P	hsa-mir-509-5p	MIMAT0004779	hsa-miR-509-5p
HSA-MIR-513A-3P	hsa-mir-513a-3p	MIMAT0004777	hsa-miR-513a-3p
HSA-MIR-513A-5P	hsa-mir-513a-5p	MIMAT0002877	hsa-miR-513a-5p
HSA-MIR-513B-5P	hsa-mir-513b-5p	MIMAT0005788	hsa-miR-513b-5p
HSA-MIR-513C-3P	hsa-mir-513c-3p	MIMAT0022728	hsa-miR-513c-3p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-5187-5P	hsa-mir-5187-5p	MIMAT0021117	hsa-miR-5187-5p
HSA-MIR-5189-5P	hsa-mir-5189-5p	MIMAT0021120	hsa-miR-5189-5p
HSA-MIR-518A-5P	hsa-mir-518a-5p	MIMAT0005457	hsa-miR-518a-5p
HSA-MIR-518C-5P	hsa-mir-518c-5p	MIMAT0002847	hsa-miR-518c-5p
HSA-MIR-5193	hsa-mir-5193	MIMAT0021124	hsa-miR-5193
HSA-MIR-5194	hsa-mir-5194	MIMAT0021125	hsa-miR-5194
HSA-MIR-5195-3P	hsa-mir-5195-3p	MIMAT0021127	hsa-miR-5195-3p
HSA-MIR-5196-5P	hsa-mir-5196-5p	MIMAT0021128	hsa-miR-5196-5p
HSA-MIR-520D-5P	hsa-mir-520d-5p	MIMAT0002855	hsa-miR-520d-5p
HSA-MIR-521	hsa-mir-521	MIMAT0002854	hsa-miR-521
HSA-MIR-523-3P	hsa-mir-523-3p	MIMAT0002840	hsa-miR-523-3p
HSA-MIR-524-3P	hsa-mir-524-3p	MIMAT0002850	hsa-miR-524-3p
HSA-MIR-524-5P	hsa-mir-524-5p	MIMAT0002849	hsa-miR-524-5p
HSA-MIR-525-3P	hsa-mir-525-3p	MIMAT0002839	hsa-miR-525-3p
HSA-MIR-526B-5P	hsa-mir-526b-5p	MIMAT0002835	hsa-miR-526b-5p
HSA-MIR-527	hsa-mir-527	MIMAT0002862	hsa-miR-527
